,Age,Fare,Survived,Pclass_2,Pclass_3,Sex_male,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Embarked_Q,Embarked_S
784,25.0,7.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
785,25.0,7.25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
786,18.0,7.4958,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
787,8.0,29.125,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
788,1.0,20.575,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
789,46.0,79.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
791,16.0,26.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
794,25.0,7.8958,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
795,39.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
796,49.0,25.9292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
797,31.0,8.6833,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
798,30.0,7.2292,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
799,30.0,24.15,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
800,34.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
801,31.0,26.25,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
802,11.0,120.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
803,0.42,8.5167,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
804,27.0,6.975,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
805,31.0,7.775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
806,39.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
807,18.0,7.775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
808,39.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
809,33.0,53.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
810,26.0,7.8875,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
811,39.0,24.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
812,35.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
813,6.0,31.275,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
814,30.5,8.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
816,23.0,7.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
817,31.0,37.0042,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
818,43.0,6.45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
819,10.0,27.9,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1
820,52.0,93.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
821,27.0,8.6625,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
822,38.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
823,27.0,12.475,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
824,2.0,39.6875,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
827,1.0,37.0042,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
830,15.0,14.4542,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,0.83,18.75,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
833,23.0,7.8542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
834,18.0,8.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
835,39.0,83.1583,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
836,21.0,8.6625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
838,32.0,56.4958,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
840,20.0,7.925,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
841,16.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
842,30.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,34.5,6.4375,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
844,17.0,8.6625,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
845,42.0,7.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
847,35.0,7.8958,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
848,28.0,33.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
850,4.0,31.275,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
851,74.0,7.775,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
852,9.0,15.2458,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
853,16.0,39.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
854,44.0,26.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
855,18.0,9.35,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
856,45.0,164.8667,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
857,51.0,26.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
858,24.0,19.2583,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
860,41.0,14.1083,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
861,21.0,11.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
862,48.0,25.9292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
864,24.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
865,42.0,13.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
866,27.0,13.8583,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
867,31.0,50.4958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
869,4.0,11.1333,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
870,26.0,7.8958,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
871,47.0,52.5542,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
872,33.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
873,47.0,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
874,28.0,24.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
875,15.0,7.225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,20.0,9.8458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
877,19.0,7.8958,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
879,56.0,83.1583,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880,25.0,26.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
881,33.0,7.8958,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
882,22.0,10.5167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
883,28.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
884,25.0,7.05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
885,39.0,29.125,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
886,27.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
887,19.0,30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
889,26.0,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
890,32.0,7.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
